,label,buyingvhigh,buyinghigh,buyingmed,maintvhigh,mainthigh,maintmed,doors5,doors4,doors3,persons5,persons4,lug_boot2,lug_boot1,safety2,safety1
406,False,True,True,True,False,False,False,True,True,True,False,False,False,False,True,True
407,False,True,True,True,False,False,False,True,True,True,False,False,False,True,False,False
408,False,True,True,True,False,False,False,True,True,True,False,False,False,True,False,True
409,False,True,True,True,False,False,False,True,True,True,False,False,False,True,True,True
410,False,True,True,True,False,False,False,True,True,True,False,False,True,True,False,False
411,False,True,True,True,False,False,False,True,True,True,False,False,True,True,False,True
412,False,True,True,True,False,False,False,True,True,True,False,False,True,True,True,True
413,False,True,True,True,False,False,False,True,True,True,False,True,False,False,False,False
414,False,True,True,True,False,False,False,True,True,True,False,True,False,False,False,True
415,True,True,True,True,False,False,False,True,True,True,False,True,False,False,True,True
416,False,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False
417,True,True,True,True,False,False,False,True,True,True,False,True,False,True,False,True
418,True,True,True,True,False,False,False,True,True,True,False,True,False,True,True,True
419,False,True,True,True,False,False,False,True,True,True,False,True,True,True,False,False
420,True,True,True,True,False,False,False,True,True,True,False,True,True,True,False,True
421,True,True,True,True,False,False,False,True,True,True,False,True,True,True,True,True
422,False,True,True,True,False,False,False,True,True,True,True,True,False,False,False,False
423,False,True,True,True,False,False,False,True,True,True,True,True,False,False,False,True
424,True,True,True,True,False,False,False,True,True,True,True,True,False,False,True,True
425,False,True,True,True,False,False,False,True,True,True,True,True,False,True,False,False
426,True,True,True,True,False,False,False,True,True,True,True,True,False,True,False,True
427,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True
428,False,True,True,True,False,False,False,True,True,True,True,True,True,True,False,False
429,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,True
430,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True
431,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False
432,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True
433,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True,True
434,False,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False
435,False,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True
436,False,False,True,True,True,True,True,False,False,False,False,False,False,True,True,True
437,False,False,True,True,True,True,True,False,False,False,False,False,True,True,False,False
438,False,False,True,True,True,True,True,False,False,False,False,False,True,True,False,True
439,False,False,True,True,True,True,True,False,False,False,False,False,True,True,True,True
440,False,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False
441,False,False,True,True,True,True,True,False,False,False,False,True,False,False,False,True
442,False,False,True,True,True,True,True,False,False,False,False,True,False,False,True,True
443,False,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False
444,False,False,True,True,True,True,True,False,False,False,False,True,False,True,False,True
445,False,False,True,True,True,True,True,False,False,False,False,True,False,True,True,True
446,False,False,True,True,True,True,True,False,False,False,False,True,True,True,False,False
447,False,False,True,True,True,True,True,False,False,False,False,True,True,True,False,True
448,False,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True
449,False,False,True,True,True,True,True,False,False,False,True,True,False,False,False,False
450,False,False,True,True,True,True,True,False,False,False,True,True,False,False,False,True
451,False,False,True,True,True,True,True,False,False,False,True,True,False,False,True,True
452,False,False,True,True,True,True,True,False,False,False,True,True,False,True,False,False
453,False,False,True,True,True,True,True,False,False,False,True,True,False,True,False,True
454,False,False,True,True,True,True,True,False,False,False,True,True,False,True,True,True
455,False,False,True,True,True,True,True,False,False,False,True,True,True,True,False,False
456,False,False,True,True,True,True,True,False,False,False,True,True,True,True,False,True
457,False,False,True,True,True,True,True,False,False,False,True,True,True,True,True,True
458,False,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False
459,False,False,True,True,True,True,True,False,False,True,False,False,False,False,False,True
460,False,False,True,True,True,True,True,False,False,True,False,False,False,False,True,True
461,False,False,True,True,True,True,True,False,False,True,False,False,False,True,False,False
462,False,False,True,True,True,True,True,False,False,True,False,False,False,True,False,True
463,False,False,True,True,True,True,True,False,False,True,False,False,False,True,True,True
464,False,False,True,True,True,True,True,False,False,True,False,False,True,True,False,False
465,False,False,True,True,True,True,True,False,False,True,False,False,True,True,False,True
466,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True,True
467,False,False,True,True,True,True,True,False,False,True,False,True,False,False,False,False
468,False,False,True,True,True,True,True,False,False,True,False,True,False,False,False,True
469,False,False,True,True,True,True,True,False,False,True,False,True,False,False,True,True
470,False,False,True,True,True,True,True,False,False,True,False,True,False,True,False,False
471,False,False,True,True,True,True,True,False,False,True,False,True,False,True,False,True
472,False,False,True,True,True,True,True,False,False,True,False,True,False,True,True,True
473,False,False,True,True,True,True,True,False,False,True,False,True,True,True,False,False
474,False,False,True,True,True,True,True,False,False,True,False,True,True,True,False,True
475,False,False,True,True,True,True,True,False,False,True,False,True,True,True,True,True
476,False,False,True,True,True,True,True,False,False,True,True,True,False,False,False,False
477,False,False,True,True,True,True,True,False,False,True,True,True,False,False,False,True
478,False,False,True,True,True,True,True,False,False,True,True,True,False,False,True,True
479,False,False,True,True,True,True,True,False,False,True,True,True,False,True,False,False
480,False,False,True,True,True,True,True,False,False,True,True,True,False,True,False,True
481,False,False,True,True,True,True,True,False,False,True,True,True,False,True,True,True
482,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False
483,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,True
484,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True
485,False,False,True,True,True,True,True,False,True,True,False,False,False,False,False,False
486,False,False,True,True,True,True,True,False,True,True,False,False,False,False,False,True
487,False,False,True,True,True,True,True,False,True,True,False,False,False,False,True,True
488,False,False,True,True,True,True,True,False,True,True,False,False,False,True,False,False
489,False,False,True,True,True,True,True,False,True,True,False,False,False,True,False,True
490,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,True
491,False,False,True,True,True,True,True,False,True,True,False,False,True,True,False,False
492,False,False,True,True,True,True,True,False,True,True,False,False,True,True,False,True
493,False,False,True,True,True,True,True,False,True,True,False,False,True,True,True,True
494,False,False,True,True,True,True,True,False,True,True,False,True,False,False,False,False
495,False,False,True,True,True,True,True,False,True,True,False,True,False,False,False,True
496,False,False,True,True,True,True,True,False,True,True,False,True,False,False,True,True
497,False,False,True,True,True,True,True,False,True,True,False,True,False,True,False,False
498,False,False,True,True,True,True,True,False,True,True,False,True,False,True,False,True
499,False,False,True,True,True,True,True,False,True,True,False,True,False,True,True,True
500,False,False,True,True,True,True,True,False,True,True,False,True,True,True,False,False
501,False,False,True,True,True,True,True,False,True,True,False,True,True,True,False,True
502,False,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True
503,False,False,True,True,True,True,True,False,True,True,True,True,False,False,False,False
504,False,False,True,True,True,True,True,False,True,True,True,True,False,False,False,True
505,False,False,True,True,True,True,True,False,True,True,True,True,False,False,True,True
506,False,False,True,True,True,True,True,False,True,True,True,True,False,True,False,False
507,False,False,True,True,True,True,True,False,True,True,True,True,False,True,False,True
508,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True
509,False,False,True,True,True,True,True,False,True,True,True,True,True,True,False,False
510,False,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True
511,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True
512,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False
513,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True
514,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,True
515,False,False,True,True,True,True,True,True,True,True,False,False,False,True,False,False
516,False,False,True,True,True,True,True,True,True,True,False,False,False,True,False,True
517,False,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True
518,False,False,True,True,True,True,True,True,True,True,False,False,True,True,False,False
519,False,False,True,True,True,True,True,True,True,True,False,False,True,True,False,True
520,False,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True
521,False,False,True,True,True,True,True,True,True,True,False,True,False,False,False,False
522,False,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True
523,False,False,True,True,True,True,True,True,True,True,False,True,False,False,True,True
524,False,False,True,True,True,True,True,True,True,True,False,True,False,True,False,False
525,False,False,True,True,True,True,True,True,True,True,False,True,False,True,False,True
526,False,False,True,True,True,True,True,True,True,True,False,True,False,True,True,True
527,False,False,True,True,True,True,True,True,True,True,False,True,True,True,False,False
528,False,False,True,True,True,True,True,True,True,True,False,True,True,True,False,True
529,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True
530,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False
531,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True
532,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True
533,False,False,True,True,True,True,True,True,True,True,True,True,False,True,False,False
534,False,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True
535,False,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True
536,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False
537,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True
538,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
539,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False
540,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,True
541,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True
542,False,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False
543,False,False,True,True,False,True,True,False,False,False,False,False,False,True,False,True
544,False,False,True,True,False,True,True,False,False,False,False,False,False,True,True,True
545,False,False,True,True,False,True,True,False,False,False,False,False,True,True,False,False
546,False,False,True,True,False,True,True,False,False,False,False,False,True,True,False,True
547,False,False,True,True,False,True,True,False,False,False,False,False,True,True,True,True
548,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False
549,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,True
550,True,False,True,True,False,True,True,False,False,False,False,True,False,False,True,True
551,False,False,True,True,False,True,True,False,False,False,False,True,False,True,False,False
552,False,False,True,True,False,True,True,False,False,False,False,True,False,True,False,True
553,True,False,True,True,False,True,True,False,False,False,False,True,False,True,True,True
554,False,False,True,True,False,True,True,False,False,False,False,True,True,True,False,False
555,True,False,True,True,False,True,True,False,False,False,False,True,True,True,False,True
556,True,False,True,True,False,True,True,False,False,False,False,True,True,True,True,True
557,False,False,True,True,False,True,True,False,False,False,True,True,False,False,False,False
558,False,False,True,True,False,True,True,False,False,False,True,True,False,False,False,True
559,False,False,True,True,False,True,True,False,False,False,True,True,False,False,True,True
560,False,False,True,True,False,True,True,False,False,False,True,True,False,True,False,False
561,False,False,True,True,False,True,True,False,False,False,True,True,False,True,False,True
562,True,False,True,True,False,True,True,False,False,False,True,True,False,True,True,True
563,False,False,True,True,False,True,True,False,False,False,True,True,True,True,False,False
564,True,False,True,True,False,True,True,False,False,False,True,True,True,True,False,True
565,True,False,True,True,False,True,True,False,False,False,True,True,True,True,True,True
566,False,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False
567,False,False,True,True,False,True,True,False,False,True,False,False,False,False,False,True
568,False,False,True,True,False,True,True,False,False,True,False,False,False,False,True,True
569,False,False,True,True,False,True,True,False,False,True,False,False,False,True,False,False
570,False,False,True,True,False,True,True,False,False,True,False,False,False,True,False,True
571,False,False,True,True,False,True,True,False,False,True,False,False,False,True,True,True
572,False,False,True,True,False,True,True,False,False,True,False,False,True,True,False,False
573,False,False,True,True,False,True,True,False,False,True,False,False,True,True,False,True
574,False,False,True,True,False,True,True,False,False,True,False,False,True,True,True,True
575,False,False,True,True,False,True,True,False,False,True,False,True,False,False,False,False
576,False,False,True,True,False,True,True,False,False,True,False,True,False,False,False,True
577,True,False,True,True,False,True,True,False,False,True,False,True,False,False,True,True
578,False,False,True,True,False,True,True,False,False,True,False,True,False,True,False,False
579,False,False,True,True,False,True,True,False,False,True,False,True,False,True,False,True
580,True,False,True,True,False,True,True,False,False,True,False,True,False,True,True,True
581,False,False,True,True,False,True,True,False,False,True,False,True,True,True,False,False
582,True,False,True,True,False,True,True,False,False,True,False,True,True,True,False,True
583,True,False,True,True,False,True,True,False,False,True,False,True,True,True,True,True
584,False,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False
585,False,False,True,True,False,True,True,False,False,True,True,True,False,False,False,True
586,True,False,True,True,False,True,True,False,False,True,True,True,False,False,True,True
587,False,False,True,True,False,True,True,False,False,True,True,True,False,True,False,False
588,True,False,True,True,False,True,True,False,False,True,True,True,False,True,False,True
589,True,False,True,True,False,True,True,False,False,True,True,True,False,True,True,True
590,False,False,True,True,False,True,True,False,False,True,True,True,True,True,False,False
591,True,False,True,True,False,True,True,False,False,True,True,True,True,True,False,True
592,True,False,True,True,False,True,True,False,False,True,True,True,True,True,True,True
593,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False
594,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,True
595,False,False,True,True,False,True,True,False,True,True,False,False,False,False,True,True
596,False,False,True,True,False,True,True,False,True,True,False,False,False,True,False,False
597,False,False,True,True,False,True,True,False,True,True,False,False,False,True,False,True
598,False,False,True,True,False,True,True,False,True,True,False,False,False,True,True,True
599,False,False,True,True,False,True,True,False,True,True,False,False,True,True,False,False
600,False,False,True,True,False,True,True,False,True,True,False,False,True,True,False,True
601,False,False,True,True,False,True,True,False,True,True,False,False,True,True,True,True
602,False,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False
603,False,False,True,True,False,True,True,False,True,True,False,True,False,False,False,True
604,True,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True
605,False,False,True,True,False,True,True,False,True,True,False,True,False,True,False,False
606,True,False,True,True,False,True,True,False,True,True,False,True,False,True,False,True
607,True,False,True,True,False,True,True,False,True,True,False,True,False,True,True,True
608,False,False,True,True,False,True,True,False,True,True,False,True,True,True,False,False
609,True,False,True,True,False,True,True,False,True,True,False,True,True,True,False,True
610,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,True
611,False,False,True,True,False,True,True,False,True,True,True,True,False,False,False,False
612,False,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True
613,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,True
614,False,False,True,True,False,True,True,False,True,True,True,True,False,True,False,False
615,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True
616,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True
617,False,False,True,True,False,True,True,False,True,True,True,True,True,True,False,False
618,True,False,True,True,False,True,True,False,True,True,True,True,True,True,False,True
619,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True
620,False,False,True,True,False,True,True,True,True,True,False,False,False,False,False,False
621,False,False,True,True,False,True,True,True,True,True,False,False,False,False,False,True
622,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True
623,False,False,True,True,False,True,True,True,True,True,False,False,False,True,False,False
624,False,False,True,True,False,True,True,True,True,True,False,False,False,True,False,True
625,False,False,True,True,False,True,True,True,True,True,False,False,False,True,True,True
626,False,False,True,True,False,True,True,True,True,True,False,False,True,True,False,False
627,False,False,True,True,False,True,True,True,True,True,False,False,True,True,False,True
628,False,False,True,True,False,True,True,True,True,True,False,False,True,True,True,True
629,False,False,True,True,False,True,True,True,True,True,False,True,False,False,False,False
630,False,False,True,True,False,True,True,True,True,True,False,True,False,False,False,True
631,True,False,True,True,False,True,True,True,True,True,False,True,False,False,True,True
632,False,False,True,True,False,True,True,True,True,True,False,True,False,True,False,False
633,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False,True
634,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True
635,False,False,True,True,False,True,True,True,True,True,False,True,True,True,False,False
636,True,False,True,True,False,True,True,True,True,True,False,True,True,True,False,True
637,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,True
638,False,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False
639,False,False,True,True,False,True,True,True,True,True,True,True,False,False,False,True
640,True,False,True,True,False,True,True,True,True,True,True,True,False,False,True,True
641,False,False,True,True,False,True,True,True,True,True,True,True,False,True,False,False
642,True,False,True,True,False,True,True,True,True,True,True,True,False,True,False,True
643,True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,True
644,False,False,True,True,False,True,True,True,True,True,True,True,True,True,False,False
645,True,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True
646,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
647,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False
648,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True
649,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
650,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False
651,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True
652,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True,True
653,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False,False
654,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False,True
655,False,False,True,True,False,False,True,False,False,False,False,False,True,True,True,True
656,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False
657,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True
658,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True
659,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False
660,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True
661,True,False,True,True,False,False,True,False,False,False,False,True,False,True,True,True
662,False,False,True,True,False,False,True,False,False,False,False,True,True,True,False,False
663,True,False,True,True,False,False,True,False,False,False,False,True,True,True,False,True
664,True,False,True,True,False,False,True,False,False,False,False,True,True,True,True,True
665,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False,False
666,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False,True
667,False,False,True,True,False,False,True,False,False,False,True,True,False,False,True,True
668,False,False,True,True,False,False,True,False,False,False,True,True,False,True,False,False
669,False,False,True,True,False,False,True,False,False,False,True,True,False,True,False,True
670,True,False,True,True,False,False,True,False,False,False,True,True,False,True,True,True
671,False,False,True,True,False,False,True,False,False,False,True,True,True,True,False,False
672,True,False,True,True,False,False,True,False,False,False,True,True,True,True,False,True
673,True,False,True,True,False,False,True,False,False,False,True,True,True,True,True,True
674,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False
675,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True
676,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True
677,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False
678,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True
679,False,False,True,True,False,False,True,False,False,True,False,False,False,True,True,True
680,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False
681,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,True
682,False,False,True,True,False,False,True,False,False,True,False,False,True,True,True,True
683,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False
684,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True
685,True,False,True,True,False,False,True,False,False,True,False,True,False,False,True,True
686,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False
687,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True
688,True,False,True,True,False,False,True,False,False,True,False,True,False,True,True,True
689,False,False,True,True,False,False,True,False,False,True,False,True,True,True,False,False
690,True,False,True,True,False,False,True,False,False,True,False,True,True,True,False,True
691,True,False,True,True,False,False,True,False,False,True,False,True,True,True,True,True
692,False,False,True,True,False,False,True,False,False,True,True,True,False,False,False,False
693,False,False,True,True,False,False,True,False,False,True,True,True,False,False,False,True
694,True,False,True,True,False,False,True,False,False,True,True,True,False,False,True,True
695,False,False,True,True,False,False,True,False,False,True,True,True,False,True,False,False
696,True,False,True,True,False,False,True,False,False,True,True,True,False,True,False,True
697,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,True
698,False,False,True,True,False,False,True,False,False,True,True,True,True,True,False,False
699,True,False,True,True,False,False,True,False,False,True,True,True,True,True,False,True
700,True,False,True,True,False,False,True,False,False,True,True,True,True,True,True,True
701,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False
702,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,True
703,False,False,True,True,False,False,True,False,True,True,False,False,False,False,True,True
704,False,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False
705,False,False,True,True,False,False,True,False,True,True,False,False,False,True,False,True
706,False,False,True,True,False,False,True,False,True,True,False,False,False,True,True,True
707,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False
708,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,True
709,False,False,True,True,False,False,True,False,True,True,False,False,True,True,True,True
710,False,False,True,True,False,False,True,False,True,True,False,True,False,False,False,False
711,False,False,True,True,False,False,True,False,True,True,False,True,False,False,False,True
712,True,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True
713,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False
714,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,True
715,True,False,True,True,False,False,True,False,True,True,False,True,False,True,True,True
716,False,False,True,True,False,False,True,False,True,True,False,True,True,True,False,False
717,True,False,True,True,False,False,True,False,True,True,False,True,True,True,False,True
718,True,False,True,True,False,False,True,False,True,True,False,True,True,True,True,True
719,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,False
720,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True
721,True,False,True,True,False,False,True,False,True,True,True,True,False,False,True,True
722,False,False,True,True,False,False,True,False,True,True,True,True,False,True,False,False
723,True,False,True,True,False,False,True,False,True,True,True,True,False,True,False,True
724,True,False,True,True,False,False,True,False,True,True,True,True,False,True,True,True
725,False,False,True,True,False,False,True,False,True,True,True,True,True,True,False,False
726,True,False,True,True,False,False,True,False,True,True,True,True,True,True,False,True
727,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,True
728,False,False,True,True,False,False,True,True,True,True,False,False,False,False,False,False
729,False,False,True,True,False,False,True,True,True,True,False,False,False,False,False,True
730,False,False,True,True,False,False,True,True,True,True,False,False,False,False,True,True
731,False,False,True,True,False,False,True,True,True,True,False,False,False,True,False,False
732,False,False,True,True,False,False,True,True,True,True,False,False,False,True,False,True
733,False,False,True,True,False,False,True,True,True,True,False,False,False,True,True,True
734,False,False,True,True,False,False,True,True,True,True,False,False,True,True,False,False
735,False,False,True,True,False,False,True,True,True,True,False,False,True,True,False,True
736,False,False,True,True,False,False,True,True,True,True,False,False,True,True,True,True
737,False,False,True,True,False,False,True,True,True,True,False,True,False,False,False,False
738,False,False,True,True,False,False,True,True,True,True,False,True,False,False,False,True
739,True,False,True,True,False,False,True,True,True,True,False,True,False,False,True,True
740,False,False,True,True,False,False,True,True,True,True,False,True,False,True,False,False
741,True,False,True,True,False,False,True,True,True,True,False,True,False,True,False,True
742,True,False,True,True,False,False,True,True,True,True,False,True,False,True,True,True
743,False,False,True,True,False,False,True,True,True,True,False,True,True,True,False,False
744,True,False,True,True,False,False,True,True,True,True,False,True,True,True,False,True
745,True,False,True,True,False,False,True,True,True,True,False,True,True,True,True,True
746,False,False,True,True,False,False,True,True,True,True,True,True,False,False,False,False
747,False,False,True,True,False,False,True,True,True,True,True,True,False,False,False,True
748,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,True
749,False,False,True,True,False,False,True,True,True,True,True,True,False,True,False,False
750,True,False,True,True,False,False,True,True,True,True,True,True,False,True,False,True
751,True,False,True,True,False,False,True,True,True,True,True,True,False,True,True,True
752,False,False,True,True,False,False,True,True,True,True,True,True,True,True,False,False
753,True,False,True,True,False,False,True,True,True,True,True,True,True,True,False,True
754,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True
755,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
756,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
757,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True
758,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
759,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True
760,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True
761,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False
762,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True
763,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True
764,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
765,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True
766,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True
767,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False
768,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True
769,True,False,True,True,False,False,False,False,False,False,False,True,False,True,True,True
770,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False
771,True,False,True,True,False,False,False,False,False,False,False,True,True,True,False,True
772,True,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True
773,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False
774,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True
775,False,False,True,True,False,False,False,False,False,False,True,True,False,False,True,True
776,False,False,True,True,False,False,False,False,False,False,True,True,False,True,False,False
777,False,False,True,True,False,False,False,False,False,False,True,True,False,True,False,True
778,True,False,True,True,False,False,False,False,False,False,True,True,False,True,True,True
779,False,False,True,True,False,False,False,False,False,False,True,True,True,True,False,False
780,True,False,True,True,False,False,False,False,False,False,True,True,True,True,False,True
781,True,False,True,True,False,False,False,False,False,False,True,True,True,True,True,True
782,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
783,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True
784,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,True
785,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False
786,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True
787,False,False,True,True,False,False,False,False,False,True,False,False,False,True,True,True
788,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False
789,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False,True
790,False,False,True,True,False,False,False,False,False,True,False,False,True,True,True,True
791,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False
792,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True
793,True,False,True,True,False,False,False,False,False,True,False,True,False,False,True,True
794,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False
795,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,True
796,True,False,True,True,False,False,False,False,False,True,False,True,False,True,True,True
797,False,False,True,True,False,False,False,False,False,True,False,True,True,True,False,False
798,True,False,True,True,False,False,False,False,False,True,False,True,True,True,False,True
799,True,False,True,True,False,False,False,False,False,True,False,True,True,True,True,True
800,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False
801,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,True
802,True,False,True,True,False,False,False,False,False,True,True,True,False,False,True,True
803,False,False,True,True,False,False,False,False,False,True,True,True,False,True,False,False
804,True,False,True,True,False,False,False,False,False,True,True,True,False,True,False,True
805,True,False,True,True,False,False,False,False,False,True,True,True,False,True,True,True
806,False,False,True,True,False,False,False,False,False,True,True,True,True,True,False,False
807,True,False,True,True,False,False,False,False,False,True,True,True,True,True,False,True
808,True,False,True,True,False,False,False,False,False,True,True,True,True,True,True,True
809,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False
810,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True
811,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,True
812,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False
813,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,True
814,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True,True
