,label,x1,x2,x3,x4,x5,x6,x7,x8,x9,o1,o2,o3,o4,o5,o6,o7,o8,o9
347,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False
348,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True
349,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True
350,True,False,True,False,False,False,True,True,True,False,True,False,False,True,False,False,False,False,True
351,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,False,True,False,False
352,True,False,True,False,False,False,True,False,True,True,True,False,False,True,False,False,True,False,False
353,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,True
354,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False
355,True,False,True,False,False,True,False,False,True,True,True,False,False,True,False,True,False,False,False
356,True,False,True,False,False,True,False,False,True,True,True,False,False,True,False,False,True,False,False
357,True,False,True,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False,True
358,True,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,True,False,True
359,True,False,True,False,False,False,True,False,True,True,True,False,False,False,True,False,True,False,False
360,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False
361,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False
362,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True
363,True,False,True,False,False,True,False,False,True,True,True,False,False,False,False,True,True,False,False
364,True,False,False,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True
365,True,False,False,True,True,False,True,True,True,False,True,True,False,False,True,False,False,False,True
366,True,False,False,True,True,False,True,True,False,True,True,True,False,False,True,False,False,True,False
367,True,False,False,True,True,False,True,True,False,False,True,True,False,False,True,False,False,False,False
368,True,False,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,True,False
369,True,False,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,True
370,True,False,False,True,True,True,True,False,True,False,True,True,False,False,False,False,True,False,True
371,True,False,False,True,True,True,True,False,False,True,True,True,False,False,False,False,True,True,False
372,True,False,False,True,True,True,True,False,False,False,True,True,False,False,False,False,True,False,False
373,True,False,False,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False
374,True,False,False,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True
375,True,False,False,True,True,False,False,True,True,True,True,True,False,False,True,True,False,False,False
376,True,False,False,True,True,False,False,True,False,True,True,True,False,False,False,True,False,False,False
377,True,False,False,True,True,True,False,False,True,True,True,True,False,False,False,True,True,False,False
378,True,False,False,True,True,False,False,True,False,True,True,True,False,False,True,False,False,False,False
379,True,False,False,True,True,False,False,True,False,True,True,True,False,False,False,False,False,True,False
380,True,False,False,True,False,True,True,True,True,False,True,True,False,True,False,False,False,False,True
381,True,False,False,True,False,True,True,True,False,True,True,True,False,True,False,False,False,True,False
382,True,False,False,True,False,True,True,True,False,False,True,True,False,True,False,False,False,False,False
383,True,False,False,True,False,False,True,True,False,True,True,True,False,True,False,False,False,False,False
384,True,False,False,True,False,True,True,False,True,True,True,True,False,True,False,False,True,False,False
385,True,False,False,True,False,True,True,False,True,False,True,True,False,True,False,False,False,False,False
386,True,False,False,True,False,True,True,False,False,True,True,True,False,True,False,False,False,False,False
387,True,False,False,True,False,True,False,True,True,True,True,True,False,True,False,True,False,False,False
388,True,False,False,True,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False
389,True,False,False,True,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False
390,True,False,False,True,False,True,False,False,True,True,True,True,False,True,False,False,False,False,False
391,True,False,False,True,False,True,True,True,False,False,True,True,False,False,False,False,False,True,False
392,True,False,False,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False,True
393,True,False,False,True,False,False,True,True,False,True,True,True,False,False,True,False,False,False,False
394,True,False,False,True,False,False,True,True,False,True,True,True,False,False,False,False,False,True,False
395,True,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,True,False,False
396,True,False,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,False
397,True,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True
398,True,False,False,True,False,True,True,False,False,True,True,True,False,False,False,False,False,True,False
399,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False
400,True,False,False,True,False,True,False,True,False,True,True,True,False,False,False,True,False,False,False
401,True,False,False,True,False,False,False,True,True,True,True,True,False,False,False,True,False,False,False
402,True,False,False,True,False,True,False,False,True,True,True,True,False,False,False,True,False,False,False
403,True,False,False,True,False,True,False,True,False,True,True,True,False,False,False,False,False,True,False
404,True,False,False,True,False,False,False,True,True,True,True,True,False,False,True,False,False,False,False
405,True,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False
406,True,False,False,True,False,True,False,False,True,True,True,True,False,False,False,False,True,False,False
407,True,False,False,False,True,True,True,True,False,False,True,True,False,False,False,False,False,True,False
408,True,False,False,False,True,True,True,True,False,False,True,True,False,False,False,False,False,False,True
409,True,False,False,False,True,False,True,True,True,False,True,True,False,False,True,False,False,False,False
410,True,False,False,False,True,False,True,True,False,True,True,True,False,False,True,False,False,False,False
411,True,False,False,False,True,False,True,True,True,False,True,True,False,False,False,False,False,False,True
412,True,False,False,False,True,False,True,True,False,True,True,True,False,False,False,False,False,True,False
413,True,False,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False
414,True,False,False,False,True,True,False,False,True,True,True,True,False,False,False,True,False,False,False
415,True,False,False,False,True,True,False,False,True,True,True,True,False,False,False,False,True,False,False
416,True,False,False,False,False,True,True,False,True,True,True,True,False,True,False,False,False,False,False
417,True,False,False,False,False,True,False,True,True,True,True,True,False,True,False,False,False,False,False
418,True,False,False,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False
419,True,False,False,False,False,True,False,True,True,True,True,True,False,False,False,True,False,False,False
420,True,False,False,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False
421,True,False,False,True,True,False,True,True,False,False,True,False,False,False,True,False,False,True,False
422,True,False,False,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True
423,True,False,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False,True,True
424,True,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False
425,True,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,True,False,True
426,True,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,True
427,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False
428,True,False,False,True,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False
429,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False
430,True,False,False,True,False,True,True,True,False,False,True,False,False,True,False,False,False,True,False
431,True,False,False,True,False,True,True,True,False,False,True,False,False,True,False,False,False,False,True
432,True,False,False,True,False,False,True,True,False,True,True,False,False,True,False,False,False,True,False
433,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,False,True,False,False
434,True,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False
435,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,False,False,False,True
436,True,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,False,True,False
437,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False
438,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False
439,True,False,False,True,False,False,False,True,True,True,True,False,False,True,False,True,False,False,False
440,True,False,False,True,False,True,False,False,True,True,True,False,False,True,False,True,False,False,False
441,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False
442,True,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False
443,True,False,False,True,False,True,False,False,True,True,True,False,False,True,False,False,True,False,False
444,True,False,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,True,True
445,True,False,False,True,False,False,True,True,False,True,True,False,False,False,True,False,False,True,False
446,True,False,False,True,False,True,True,False,True,False,True,False,False,False,False,False,True,False,True
447,True,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,True,True,False
448,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False
449,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False
450,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True
451,True,False,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False
452,True,False,False,True,False,False,False,True,True,True,True,False,False,False,True,True,False,False,False
453,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False
454,True,False,False,True,False,True,False,False,True,True,True,False,False,False,False,True,True,False,False
455,True,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False
456,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False
457,True,False,False,False,True,True,True,True,False,False,True,False,True,False,False,False,False,True,False
458,True,False,False,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True
459,True,False,False,False,True,False,True,True,True,False,True,False,True,False,True,False,False,False,False
460,True,False,False,False,True,False,True,True,False,True,True,False,True,False,True,False,False,False,False
461,True,False,False,False,True,False,True,True,True,False,True,False,True,False,False,False,False,False,True
462,True,False,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False,True,False
463,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False
464,True,False,False,False,True,True,False,False,True,True,True,False,True,False,False,True,False,False,False
465,True,False,False,False,True,True,False,False,True,True,True,False,True,False,False,False,True,False,False
466,True,False,False,False,False,True,True,False,True,True,True,False,True,True,False,False,False,False,False
467,True,False,False,False,False,True,False,True,True,True,True,False,True,True,False,False,False,False,False
468,True,False,False,False,False,True,True,False,True,True,True,False,True,False,False,False,True,False,False
469,True,False,False,False,False,True,False,True,True,True,True,False,True,False,False,True,False,False,False
470,True,False,False,False,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False
471,True,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,True,True
472,True,False,False,False,True,False,True,True,True,False,True,False,False,False,True,False,False,False,True
473,True,False,False,False,True,False,True,True,False,True,True,False,False,False,True,False,False,True,False
474,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False
475,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,True,False
476,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True
477,True,False,False,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,False
478,True,False,False,False,False,True,True,False,True,True,True,False,False,True,False,False,True,False,False
479,True,False,False,False,False,True,False,True,True,True,True,False,False,True,False,True,False,False,False
480,True,False,False,False,False,True,False,False,True,True,True,False,False,True,False,False,False,False,False
481,True,False,False,False,False,True,False,False,True,True,True,False,False,False,False,True,False,False,False
482,True,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,True,False,False
483,True,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False
484,True,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True
485,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False
486,True,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True
487,True,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,True
488,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True
489,True,False,True,True,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False
490,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False
491,True,False,True,True,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False
492,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True
493,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True
494,True,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False
495,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False
496,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True
497,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,True
498,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False
499,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True
500,True,False,True,False,False,False,True,True,True,False,False,False,True,True,True,False,False,False,False
501,True,False,True,False,False,False,True,True,True,False,False,False,True,True,False,False,False,False,True
502,True,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,True,False,False
503,True,False,True,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False
504,True,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,True
505,True,False,True,False,False,False,True,False,True,True,False,False,True,True,True,False,False,False,False
506,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False
507,True,False,True,False,False,True,False,False,True,True,False,False,True,True,False,True,False,False,False
508,True,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False
509,True,False,True,False,False,False,True,True,True,False,False,False,True,False,True,False,False,False,True
510,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False
511,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False
512,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False
513,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True
514,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False
515,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True
516,True,False,True,False,False,False,True,True,True,False,False,False,False,True,True,False,False,False,True
517,True,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,True
518,True,False,True,False,False,False,True,False,True,True,False,False,False,True,True,False,True,False,False
519,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
520,True,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False
521,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
522,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False
523,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True
524,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
525,True,False,False,True,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False
526,True,False,False,True,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True
527,True,False,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,True,True
528,True,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,False
529,True,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,True,False,True
530,True,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,True
531,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False
532,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False
533,True,False,False,True,False,True,True,True,False,False,False,True,False,True,False,False,False,True,False
534,True,False,False,True,False,True,True,True,False,False,False,True,False,True,False,False,False,False,True
535,True,False,False,True,False,False,True,True,False,True,False,True,False,True,True,False,False,False,False
536,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False,True,False
537,True,False,False,True,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False
538,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,False,False
539,True,False,False,True,False,True,True,False,True,False,False,True,False,True,False,False,False,False,True
540,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False
541,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False
542,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
543,True,False,False,True,False,False,False,True,True,True,False,True,False,True,False,True,False,False,False
544,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False
545,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
546,True,False,False,True,False,False,False,True,True,True,False,True,False,True,True,False,False,False,False
547,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False
548,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,False
549,True,False,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,True,True
550,True,False,False,True,False,False,True,True,False,True,False,True,False,False,True,False,False,True,False
551,True,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,True,False,True
552,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False
553,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False
554,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False
555,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True
556,True,False,False,True,False,False,False,True,True,True,False,True,False,False,True,True,False,False,False
557,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False
558,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False
559,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False
560,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False
561,True,False,False,False,True,True,True,True,False,False,False,True,True,False,False,False,False,True,False
562,True,False,False,False,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True
563,True,False,False,False,True,False,True,True,True,False,False,True,True,False,True,False,False,False,False
564,True,False,False,False,True,False,True,True,False,True,False,True,True,False,True,False,False,False,False
565,True,False,False,False,True,False,True,True,True,False,False,True,True,False,False,False,False,False,True
566,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,True,False
567,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False
568,True,False,False,False,True,True,False,False,True,True,False,True,True,False,False,True,False,False,False
569,True,False,False,False,True,True,False,False,True,True,False,True,True,False,False,False,True,False,False
570,True,False,False,False,False,True,True,False,True,True,False,True,True,True,False,False,False,False,False
571,True,False,False,False,False,True,False,True,True,True,False,True,True,True,False,False,False,False,False
572,True,False,False,False,False,True,True,False,True,True,False,True,True,False,False,False,True,False,False
573,True,False,False,False,False,True,False,True,True,True,False,True,True,False,False,True,False,False,False
574,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False
575,True,False,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,True,True
576,True,False,False,False,True,False,True,True,True,False,False,True,False,False,True,False,False,False,True
577,True,False,False,False,True,False,True,True,False,True,False,True,False,False,True,False,False,True,False
578,True,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False
579,True,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False
580,True,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True
581,True,False,False,False,True,True,False,False,True,True,False,True,False,False,False,True,True,False,False
582,True,False,False,False,False,True,True,False,True,True,False,True,False,True,False,False,True,False,False
583,True,False,False,False,False,True,False,True,True,True,False,True,False,True,False,True,False,False,False
584,True,False,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False
585,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False
586,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False
587,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True
588,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,True,False
589,True,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,True,True
590,True,False,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,True,False
591,True,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,True,False,True
592,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,True,False
593,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False
594,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False
595,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True
596,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False
597,True,False,False,True,False,False,False,True,True,True,False,False,False,True,True,True,False,False,False
598,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False
599,True,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False
600,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
601,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False
602,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True
603,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True
604,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False
605,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False
606,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
607,True,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True
608,True,False,False,False,True,False,True,True,True,False,False,False,True,False,True,False,False,False,True
609,True,False,False,False,True,False,True,True,False,True,False,False,True,False,True,False,False,True,False
610,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False
611,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False
612,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True
613,True,False,False,False,True,True,False,False,True,True,False,False,True,False,False,True,True,False,False
614,True,False,False,False,False,True,True,False,True,True,False,False,True,True,False,False,True,False,False
615,True,False,False,False,False,True,False,True,True,True,False,False,True,True,False,True,False,False,False
616,True,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False
617,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False
618,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False
619,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False
620,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True
621,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,True
622,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False
623,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False
624,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False,False
625,False,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True
626,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True
627,False,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True
628,False,True,True,False,True,False,False,True,False,False,False,False,True,False,True,True,False,True,False
629,False,True,True,False,True,False,False,True,False,False,False,False,True,False,True,True,False,False,True
630,False,True,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,False
631,False,True,True,False,True,False,False,False,False,True,False,False,True,False,True,True,True,False,False
632,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,True
633,False,True,True,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,True
634,False,True,True,False,True,False,False,False,False,True,False,False,True,False,True,True,False,True,False
635,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False
636,False,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,True
637,False,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True
638,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True
639,False,True,True,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,True
640,False,True,True,False,False,False,False,True,True,False,False,False,True,True,True,True,False,False,False
641,False,True,True,False,False,False,False,True,False,True,False,False,True,True,True,True,False,False,False
642,False,True,True,False,False,True,False,False,True,False,False,False,True,True,False,True,True,False,False
643,False,True,True,False,False,True,False,False,False,True,False,False,True,True,False,True,True,False,False
644,False,True,True,False,False,False,False,False,True,True,False,False,True,True,False,True,True,False,False
645,False,True,True,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,False
646,False,True,True,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,True
647,False,True,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True
648,False,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,True,True
649,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
650,False,True,True,False,False,False,False,True,True,False,False,False,True,False,True,True,False,False,True
651,False,True,True,False,False,False,False,True,False,True,False,False,True,False,True,True,False,True,False
652,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False
653,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,True
654,False,True,True,False,False,False,False,False,True,True,False,False,True,False,True,True,True,False,False
655,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False
656,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False
657,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
658,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
659,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,True
660,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,True
661,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True
662,False,True,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,True
663,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False,True
664,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False
665,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False
666,False,True,True,False,False,False,False,False,True,True,False,False,False,True,True,True,True,False,False
667,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False
668,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False
669,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True
670,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
671,False,True,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,True,True
672,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,True,False,True,False
673,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True
674,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,True,True,False
675,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False
676,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
677,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True,True
678,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False
679,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False
680,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False
681,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,True,True,False,False
682,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False
683,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,True
684,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,True
685,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
686,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,True,False
687,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
688,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
689,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True
690,False,True,False,False,True,False,False,True,True,False,False,True,True,False,True,True,False,False,False
691,False,True,False,False,True,False,False,True,False,True,False,True,True,False,True,True,False,False,False
692,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False
693,False,True,False,False,True,False,False,False,True,True,False,True,True,False,True,True,False,False,False
694,False,True,False,False,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True
